-0.149172,-0.591431,0.616233,0.549790,0.584200,0.429564,-0.403060,-0.318284,-0.223475,-0.212011,-0.433584,0.084171,0.039260,0.391108,-0.632131,0.383367,0.192366,-0.829574,0.603351,0.297155,-0.255559,-0.632787,-0.233880,0.349078,-0.635854,-0.714278,-0.256372,-0.553856,-0.575758,0.576506,-0.452207,-0.219405,-0.477951,0.427037,-0.293974,0.545628,-0.523648,-0.041439,0.263778,-0.554724
0.366566,0.516255,-0.560819,-1.521803,-2.897169,-0.318808,1.396826,-3.015145,-2.041198,2.812926,2.716568,3.154145,-4.161147,0.776747,1.374852,-0.161478,-0.703721,-2.003111,-0.782908,0.760939,-1.584596,-0.084786,-2.891487,3.745683,1.125856,1.121602,-1.533379,1.976618,-4.224443,-0.204153,-1.347061,-2.464638,-3.272330,2.483303,-4.041424,3.371899,-4.085122,-1.870318,2.567727,0.462335
-1.910722,-1.524041,1.096115,0.157581,0.407375,1.849156,-1.546791,0.460270,-1.991256,-1.058766,-1.526452,-0.789367,-0.451521,0.315056,-0.040282,1.083635,1.277666,-1.620785,1.108392,0.054984,-1.576563,0.485331,-0.460133,1.805379,-1.236890,-1.041632,-1.459652,-1.729817,-1.383016,1.339311,-1.966808,-2.094329,-1.236629,-0.869192,-1.154397,1.554295,-1.357237,-0.961155,1.034195,-1.640994
0.445504,-0.378970,0.615482,-0.431867,0.650195,0.872034,-0.636370,-0.220005,-0.262361,0.104460,-0.262841,0.784643,-0.769850,0.147564,-0.295346,1.336107,0.548872,-1.190804,0.916177,0.368331,-0.164802,-0.609896,-0.708945,0.963660,-0.193996,-0.995705,-0.411102,-0.067766,-0.616942,0.900286,-1.261515,-0.084746,-0.580888,1.428357,-0.654229,0.175149,-0.843011,0.237612,0.314405,0.056154
0.084372,-0.280989,0.637444,-0.333849,0.507248,0.835894,-0.670526,0.051044,-0.334708,-0.166876,-0.301651,0.625371,-0.547873,-0.006929,-0.008811,0.958439,0.560170,-0.884573,0.674306,0.196947,-0.203879,-0.359168,-0.480124,0.852605,-0.106420,-0.824883,-0.423820,-0.207092,-0.530523,0.746436,-1.202387,-0.083928,-0.507947,0.904059,-0.514030,0.234506,-0.642495,0.205442,0.391735,-0.005354
-0.240362,-0.646905,0.632472,0.528285,0.557910,0.505448,-0.461993,-0.267978,-0.312151,-0.250668,-0.498303,0.022915,0.028070,0.385753,-0.597581,0.405282,0.253415,-0.863504,0.626219,0.299549,-0.329079,-0.583011,-0.256973,0.420291,-0.677233,-0.743371,-0.317182,-0.614483,-0.628360,0.619227,-0.521717,-0.320635,-0.517275,0.362399,-0.341570,0.606716,-0.556272,-0.088397,0.308305,-0.610236
1.111019,-1.080157,-0.571147,-0.955539,-1.212047,2.487585,-1.654842,-2.807532,-0.476160,1.095926,2.662987,2.479986,-4.802321,4.603070,1.477341,-2.614056,-1.958271,-0.845760,-1.359278,4.398156,0.454290,-1.675344,-3.583866,3.042989,-1.661219,-1.558436,0.553589,0.000594,-1.887957,-0.996699,-1.991127,-4.056877,-5.492872,-0.463698,-1.529472,3.972924,-4.562212,-4.435533,2.202330,2.122830
0.726056,-1.028241,-0.872743,-0.791725,-1.413567,2.489866,-1.609736,-2.340395,-0.634522,1.074960,2.101063,1.829208,-4.524197,3.983272,1.335526,-2.367007,-1.576252,-0.684355,-1.361173,4.071495,0.163099,-1.276319,-3.160513,2.971296,-1.532619,-1.565442,0.402968,0.008494,-1.890772,-0.722086,-1.987338,-3.819178,-4.882090,-0.535627,-1.655863,3.646624,-4.210093,-4.265483,1.876934,1.770020
1.079108,-0.925741,-0.629161,-1.308934,-1.276812,2.535210,-1.626972,-2.446559,-0.762425,1.009025,2.668774,2.214379,-4.667681,4.421313,1.734748,-2.834690,-2.039059,-0.794788,-1.502660,4.390328,0.318440,-1.743870,-3.642942,3.086670,-1.803680,-1.495537,0.661789,0.112414,-1.971358,-0.909513,-1.961991,-4.098069,-5.437404,-0.430574,-1.708568,4.035669,-4.529958,-4.365551,2.214486,2.249036
0.086635,-0.542876,0.621664,0.785997,0.686221,0.203900,-0.234500,-0.679120,0.036695,-0.093201,-0.221627,0.322760,-0.030085,0.594463,-0.888884,0.183255,0.069909,-0.826752,0.597652,0.502843,-0.035771,-0.821134,-0.294054,0.111163,-0.577911,-0.743473,-0.076604,-0.460060,-0.513806,0.489373,-0.245789,-0.047755,-0.522445,0.549434,-0.147201,0.509587,-0.501415,0.028004,0.257568,-0.480751
0.418402,-1.032363,-0.730879,-0.366788,-1.257633,2.075483,-1.293283,-2.108696,-0.529547,1.068448,1.523928,1.419822,-3.792367,3.313892,0.776805,-1.749772,-1.097683,-0.549756,-1.083583,3.228262,0.071604,-0.956180,-2.545508,2.515296,-1.169605,-1.291271,0.189050,-0.071895,-1.689881,-0.603856,-1.640230,-3.237107,-3.939383,-0.436417,-1.455015,3.039925,-3.564829,-3.579034,1.600721,1.077307
0.059622,-0.486863,0.537154,0.655453,0.586844,0.256688,-0.271824,-0.490875,-0.022566,-0.101263,-0.282836,0.228850,-0.056437,0.491304,-0.774264,0.224275,0.005574,-0.764310,0.553614,0.462198,-0.087447,-0.782924,-0.290998,0.174753,-0.528572,-0.677615,-0.067734,-0.401598,-0.453924,0.502705,-0.258218,-0.067185,-0.462187,0.522023,-0.178385,0.462934,-0.455606,-0.036645,0.213885,-0.387880
0.144725,-0.294557,0.471813,0.657572,0.608964,0.107911,-0.116846,-0.490801,0.154877,-0.109902,-0.130527,0.303388,0.072318,0.335180,-0.620566,0.325250,-0.116292,-0.565158,0.396844,0.184971,0.081162,-0.555636,-0.111318,0.024720,-0.308324,-0.448264,-0.020873,-0.262656,-0.214863,0.295841,-0.146689,0.079401,-0.329514,0.371719,0.008521,0.221644,-0.298334,0.078385,0.063794,-0.318879
-1.391866,-1.260016,0.969203,0.342361,0.401717,1.346959,-1.154522,0.170738,-1.439375,-0.853739,-1.169269,-0.564977,-0.192645,0.369904,-0.208187,0.820209,0.938207,-1.360743,0.990970,0.132548,-1.127472,0.185822,-0.363071,1.274759,-1.135968,-0.848240,-1.108092,-1.391086,-1.080477,1.134730,-1.424642,-1.557918,-1.025594,-0.555055,-0.890031,1.332929,-1.013216,-0.667431,0.797954,-1.302075
-0.743203,-0.865151,0.735443,0.402773,0.469396,0.848459,-0.734039,0.000979,-0.799348,-0.523101,-0.750005,-0.260921,0.013702,0.346324,-0.318829,0.513357,0.488294,-1.016009,0.709719,0.213340,-0.671494,-0.236416,-0.310986,0.755807,-0.849727,-0.731842,-0.623625,-0.938696,-0.801007,0.768177,-0.877100,-0.849538,-0.723844,-0.136060,-0.559285,0.885568,-0.731190,-0.319645,0.540133,-0.901969
0.195427,-0.458005,0.496879,-0.501948,0.364652,0.953603,-0.666730,-0.171603,-0.436407,0.130637,-0.312711,0.593358,-0.932426,0.151730,-0.187307,1.234758,0.621675,-1.104844,0.851418,0.319056,-0.377671,-0.445223,-0.757506,1.152242,-0.213746,-0.906599,-0.526859,-0.023876,-0.766774,0.846543,-1.284683,-0.357258,-0.656260,1.185917,-0.801999,0.373802,-0.947323,-0.046917,0.378848,-0.026774
0.333121,-1.031208,-0.349221,-0.072025,-0.821663,1.735013,-1.189279,-1.812727,-0.439126,0.753460,1.078974,1.128345,-3.089367,2.878811,0.262069,-1.307718,-0.789816,-0.757656,-0.586350,2.823425,-0.021727,-0.981273,-2.226393,2.045097,-1.233767,-1.339247,0.179676,-0.189968,-1.480712,-0.139112,-1.394064,-2.641376,-3.313667,-0.213628,-1.197026,2.618205,-2.945528,-2.927721,1.316767,0.766880
0.243950,-0.358696,0.606775,0.820231,0.704653,0.013325,-0.025826,-0.820918,0.282097,-0.027292,-0.002652,0.574961,-0.004984,0.532073,-0.843200,0.289042,-0.117302,-0.697683,0.527795,0.298920,0.210177,-0.705981,-0.180468,-0.023168,-0.288823,-0.452165,0.001414,-0.284909,-0.250585,0.257291,-0.089490,0.128064,-0.423699,0.483190,0.053145,0.279115,-0.437709,0.091019,0.149762,-0.369362
-0.993151,-1.073482,0.792916,-0.104831,0.448748,1.362535,-1.202111,0.305681,-1.173749,-0.630122,-0.970603,-0.253507,-0.464980,0.232874,-0.154378,0.964299,0.952575,-1.254415,0.909212,0.120953,-0.967385,-0.007204,-0.491018,1.282470,-0.807921,-0.973447,-0.911317,-0.919047,-0.986425,1.066536,-1.539148,-1.198148,-0.852736,-0.089562,-0.817417,1.011429,-0.954100,-0.526767,0.706485,-0.939762
0.537157,-0.390569,0.656254,0.904540,0.836437,-0.135215,0.083593,-1.118706,0.538370,0.136105,0.195658,0.917704,-0.057921,0.724649,-1.110758,0.305212,-0.325395,-0.813222,0.638292,0.435379,0.463515,-1.010238,-0.340635,-0.160993,-0.229564,-0.543871,0.142444,-0.159730,-0.190336,0.189252,0.033595,0.309128,-0.453865,0.696840,0.166490,0.176583,-0.489975,0.142099,0.094352,-0.245825
-1.168039,-1.146746,0.925390,0.432900,0.437976,1.172809,-1.005322,0.045635,-1.193082,-0.748886,-1.048907,-0.431315,-0.167756,0.387248,-0.317412,0.770400,0.798749,-1.272768,0.933018,0.149767,-0.960877,0.041031,-0.324318,1.103655,-1.055015,-0.833441,-0.943724,-1.235420,-0.972606,1.034229,-1.235816,-1.306461,-0.928983,-0.367509,-0.769055,1.197726,-0.933426,-0.554690,0.680522,-1.167026
0.022196,-0.497347,0.547146,0.646895,0.579380,0.281108,-0.290710,-0.461591,-0.050546,-0.120224,-0.304974,0.199839,-0.039939,0.472007,-0.749945,0.239934,0.027813,-0.762220,0.550325,0.437812,-0.112795,-0.756639,-0.278601,0.191955,-0.548476,-0.679696,-0.090459,-0.427831,-0.466395,0.508521,-0.287737,-0.088967,-0.463832,0.503226,-0.188332,0.472994,-0.457098,-0.043296,0.220249,-0.411989
-1.397584,-1.265900,0.974774,0.345194,0.402087,1.351976,-1.159466,0.170288,-1.443228,-0.855685,-1.175473,-0.566038,-0.194143,0.371894,-0.212190,0.824937,0.944445,-1.366761,0.998299,0.133931,-1.132647,0.185146,-0.365807,1.280787,-1.140421,-0.855366,-1.113497,-1.396851,-1.085440,1.141881,-1.431079,-1.562776,-1.029384,-0.551799,-0.893922,1.339982,-1.017407,-0.669518,0.801013,-1.307598
0.139230,-0.460367,0.512439,0.672989,0.593929,0.207308,-0.225490,-0.543180,0.040174,-0.062506,-0.229923,0.275998,-0.081101,0.528040,-0.801919,0.176383,-0.054068,-0.760411,0.550732,0.503227,-0.033988,-0.847097,-0.314143,0.138754,-0.505822,-0.673112,-0.013030,-0.351050,-0.427669,0.470917,-0.198306,-0.019906,-0.459849,0.561096,-0.157354,0.448527,-0.451291,-0.038097,0.196844,-0.332522
-1.461326,-1.250929,0.897058,0.068450,0.406749,1.557037,-1.288263,0.347268,-1.551621,-0.855623,-1.191765,-0.535189,-0.416138,0.230722,-0.051837,0.997933,1.059544,-1.395148,0.956814,0.023832,-1.226365,0.315260,-0.423181,1.486078,-0.993271,-0.928502,-1.144743,-1.287433,-1.097810,1.126822,-1.682846,-1.656076,-1.020535,-0.571432,-0.942373,1.264170,-1.079190,-0.738308,0.812813,-1.267538
